47395261.5,45696069.5,48483336.5,47618603,48367657.5,45781028.5
43049988.5,50243041.5,44777057.5,51286153,45699743.5,46456153.5
46856946,49684579,45060413,52033679.5,46873486.5,49268777
46737501.5,47895609.5,46836821,50512377.5,46319680.5,47071371
